name	stars	title	content
Dawn C.	5	Fantastic Color!!	This is my new favorite lipstick 💄 ♥️♥️
Eileen K.	5	This lipstick feels like putting	This lipstick feels like putting lotion on your lips. It's not greasy like chapstick. Just soft and smooth. The first lipstick I've ever had that didn't dry my lips. Pretty colors.
Susan L.	5	Wildflower	It's a great color .its nice to have collection of these beautiful colors.
Sandra W.	5	Amazing	I just love these lip sticks! The colors are amazing,makes my lips soft and the color stays on almost all day.
Delora L.	5	Very soft	Very soft
Elizabeth V.	5	Pretty	Absolutely love the color. Creamy and smooth texture.
Candice C.	5	Strong Women Pack: Empowered/Flawless	I love the colors and how well they stay on my lips.
Elizabeth B.	5	Excellent Purchase	Great lipstick, love the color & the smooth application. Will definitely be purchasing more!
Linda D.	5	Nice lipsticks!	I love that these lipsticks support worthy causes.
Tracy C.	5	Great Product, Fast Delivery	First purchase and loved it! Will now start trying more colors!
Katherine M.	5	Review	Great color and texture. I will be ordering more....
Patricia P.	5	Amazing!	Smooth and silky lipstick. Love it.
Julie A.	5	Gorgeous trio!	Love these colors on my warm tone skin. They’re rich but subtle and they feel so good on my lips!
Linda B.	5	Luscious Lips	Love these lipsticks. They are so creamy and make your lips feel great.
Gail F.	5	I've never bought lipstick online	I've never bought lipstick online without having seen it or been familiar with the way it feels and wears. The description for the color is spot on and it wears beautifully!! Most important for me...it is so moisturizing and feels great! I bought three colors to try, Love them all and will be purchasing more. What a great way to participate in giving to causes! Thank you!
Paula S.	5	All is as expected. The	All is as expected. The Southern Red tended to turn a bit pink on me but I still liked it.
Debbie Y.	5	Nice color	Goes on smooth. Nice color. Makes lip soft.
Pat C.	5	Beautiful colors	I love the Rose Gold for it’s color and creaminess! Big fan of these products!
Aleida t.	5	I love how soft my	I love how soft my lips feels , very pretty colors ..
Catherine C.	5	Happy	This color is fun to wear every day.
Dorothy A.	5	beautiful color, smooth application	I love it so much that I ordered another
Arlene O.	5	Exactly the color and moisture	Exactly the color and moisture I was looking for.
Terry T.	5	Love this!	I love this lipstick. The color was just as expected and it stays on great.
Lupe M.	5	Epul	This lipstick is awesome...I love it! The color is perfect for me...a true red! Thank you for conserving the Rainforest!
Mary B.	5	Nice	It feels great on my lips. Doesn’t feather into fine lines. The color was more pink than what I thought or what I wanted.
Donna H.	5	stays on great~!	stays on great~!
Julianne P.	5	Very satisfied!	Great product ... great service!
Susan C.	5	Gorgeous!!!	I love it! Such a nice color! Will be buying more colors!
Kate A.	5	Very impressed	Color was perfect for me and the look and feel are excellent. Just the right amount of shine and staying power. Very high quality product at a super price.
Deborah M.	5	Empowered	Love the color and love the hydrating feel on my lips. Finally found a product that makes my lips feel great!
Sandra B.	5	Love the color and creamy	Love the color and creamy soft texture. Already reordered more!
Catherine C.	5	Bright	This color is bright and bold. I felt dressed up and ready for a date with my husband.
Catherine C.	5	Bright	This color is bright and bold. I felt dressed up and ready for a date with my husband.
Delinda M.	5	Love this lipstick	It goes on smooth and is creamy. It does not dry out my lips and stays on for a long time
Leslie K.	5	Best lipstick ever!	The colors of these lipsticks are perfection and made from the best ingredients! And I am thrilled the cases are made of paper and not plastic!!! Thank you! We need more companies like this!
Ronna M.	5	Love this Lipstick!	Such a nice surprise! A beautiful color, creamy and wears well!
Diane C.	5	Love the fall bundle	these are great colors!
Betty S.	5	Very Happy	Love the new color and the moist, long lasting quality!
Hitomi H.	5	Perfect color for me	I love this lip stick. The color is perfect for me and I am really happy to find this one. And I never had lip balm I could really like, but this one is for me. Thank you,
Ann M.	5	Beautiful neutral colors	Beautiful neutral colors and feels great on my lips
Hendrie, L.	5	Excellent products	Love these lipsticks. Colors are really nice & the products feel super smooth on my lips. Not drying St all. I do have to reapply often, but its worth it.
Susan R.	5	Nice product	Love the color and goes on smooth. No tugging.
Betty P.	5	great!!!!!	great!!!!!
Linda H.	5	Love these lipsticks!	Love these lipsticks!
Rebie s.	5	Love it! Feels and looks	Love it! Feels and looks great
Mark S.	5	great lips	this is a refreshing soothing lipstick that really makes my lips soft. The moisture stays in!
Marie E.	5	Very pretty	First lipstick in years that did not make my lips break out... Nice and sheer. I really like it!!!
Evelyn S.	5	Wonderful..very smooth and keeps your	Wonderful..very smooth and keeps your lips moisturized!
Aleida t.	5	Beautiful colors , I will	Beautiful colors , I will definitely buy from this company again ..
Miriam O.	5	Great moisture and does not	Great moisture and does not travel! Make me a brighter shade!
Elizabeth L.	5	Good Colors	I just bought my first group of color lipstick with colors that actually looks like in the package and on my lips. They feel good on the lips and I can also mix the colors which look good together. In fact I'm in the process of buying my second set, because I like them so much.
Jo L.	5	Cats & dogs	I bought a tube for myself and my sister. We are both very pleased and would recommend them to others. I got a tube with dogs and my sister got a tube with cats...we’re both animal lovets!
Jo L.	5	Cats & dogs	I bought a tube for myself and my sister. We are both very pleased and would recommend them to others. I got a tube with dogs and my sister got a tube with cats...we’re both animal lovets!
Suzy C.	5	Great colors, long lasting. Love	Great colors, long lasting. Love that this company helps so many great causes!
Monica K.	5	I absolutely love this lipstick.	I absolutely love this lipstick. I bought the Sunday Brunch Bundle and the colors are so bright and summer like. No feathering like they say. I loved it so much I ordered two more with a goldish tint. I want to throw out all my other lipsticks and just wear "Color the World" products.
Debbie Y.	5	Love the mint	Really helps keep lips soft. Love the fragrance!
Sandra B.	5	Love these lipsticks!!	Love these lipsticks!!
Karen D.	5	Great color	Great color
Brenda W.	5	Nice!	This lipstick provides great coverage and it goes on smoothly with no feathering! Fantastic!
Linda S.	5	5 Star products!	Such a great lipstick! Creamy! Goes on smooth. My lips are soft again! Great color!
Janet G.	5	Very nice. Good colors and	Very nice. Good colors and long lasting.
Lynda F.	5	🌶	Hot🌶 Hot🌶 Hot
Linda S.	5	5 Star products!	Such a great lipstick! Creamy! Goes on smooth. My lips are soft again! Great color!
Dotty C.	5	Love it	I am very happy with my lipstick. Love all three colors. I’ve been looking for these colors for a while and been unable to find them. The feel is also great  Great purchase great price
Lesa T.	5	Delightful Dreamer	Perfect color, more natural lip color than lighter shades and super feel. Stays, lasts and lot of compliments!
Bobbie K.	5	Yummy all the way!	Yummy all the way!
Regina H.	5	Excellent!!	The color was exactly what I have been looking for.
Nan C.	5	Perfect.	Perfect.
Hendrie, L.	5	Nice!	Love the color & that lipstick isn't drying. Very smooth w/ no heavy scents.
